system:index,vs,.geo
743_0,200.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
744_0,219.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
745_0,182.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
746_0,282.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
747_0,278.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
748_0,181.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
749_0,207.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
750_0,175.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
751_0,233.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
752_0,143.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
753_0,209.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
754_0,324.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
755_0,205.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
756_0,268.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
757_0,267.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
758_0,249.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
759_0,211.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
760_0,311.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
761_0,249.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
762_0,217.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
763_0,324.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
764_0,294.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
765_0,310.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
766_0,292.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
767_0,281.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
768_0,224.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
769_0,144.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
770_0,296.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
771_0,310.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
772_0,196.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
773_0,194.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
774_0,237.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
775_0,230.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
776_0,228.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
777_0,316.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
778_0,313.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
779_0,284.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
780_0,293.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
781_0,326.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
782_0,328.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
783_0,241.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
784_0,252.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
785_0,263.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
786_0,238.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
787_0,240.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
788_0,324.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
789_0,263.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
790_0,322.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
791_0,320.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
792_0,292.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
793_0,304.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
794_0,152.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
795_0,311.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
796_0,323.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
797_0,208.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
798_0,197.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
799_0,285.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
800_0,242.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
801_0,241.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
802_0,226.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
803_0,139.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
804_0,270.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
805_0,164.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
806_0,307.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
807_0,222.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
808_0,275.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
809_0,277.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
810_0,258.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
811_0,254.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
812_0,218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
813_0,252.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
814_0,228.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
815_0,234.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
816_0,234.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
817_0,203.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
818_0,290.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
819_0,223.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
820_0,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
821_0,288.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
822_0,318.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
823_0,203.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
824_0,301.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
825_0,191.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
826_0,283.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
827_0,262.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
828_0,239.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
829_0,262.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
830_0,184.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
831_0,266.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
832_0,252.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
