system:index,Npp,.geo
769_0,0.5849,"{""type"":""MultiPoint"",""coordinates"":[]}"
770_0,0.6087,"{""type"":""MultiPoint"",""coordinates"":[]}"
771_0,0.2174,"{""type"":""MultiPoint"",""coordinates"":[]}"
772_0,0.3048,"{""type"":""MultiPoint"",""coordinates"":[]}"
773_0,0.35350000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
774_0,0.3866,"{""type"":""MultiPoint"",""coordinates"":[]}"
775_0,0.2655,"{""type"":""MultiPoint"",""coordinates"":[]}"
776_0,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
778_0,0.228,"{""type"":""MultiPoint"",""coordinates"":[]}"
779_0,0.33940000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
780_0,0.1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
781_0,0.24050000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
782_0,0.22360000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
783_0,0.4035,"{""type"":""MultiPoint"",""coordinates"":[]}"
784_0,0.3136,"{""type"":""MultiPoint"",""coordinates"":[]}"
785_0,0.20750000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
786_0,0.3839,"{""type"":""MultiPoint"",""coordinates"":[]}"
787_0,0.2934,"{""type"":""MultiPoint"",""coordinates"":[]}"
788_0,0.19940000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
789_0,0.2913,"{""type"":""MultiPoint"",""coordinates"":[]}"
790_0,0.137,"{""type"":""MultiPoint"",""coordinates"":[]}"
791_0,0.1274,"{""type"":""MultiPoint"",""coordinates"":[]}"
792_0,0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
793_0,0.4166,"{""type"":""MultiPoint"",""coordinates"":[]}"
794_0,0.6382,"{""type"":""MultiPoint"",""coordinates"":[]}"
795_0,0.3703,"{""type"":""MultiPoint"",""coordinates"":[]}"
796_0,0.2174,"{""type"":""MultiPoint"",""coordinates"":[]}"
797_0,0.4717,"{""type"":""MultiPoint"",""coordinates"":[]}"
798_0,0.32780000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
799_0,0.4146,"{""type"":""MultiPoint"",""coordinates"":[]}"
800_0,0.4792,"{""type"":""MultiPoint"",""coordinates"":[]}"
801_0,0.4787,"{""type"":""MultiPoint"",""coordinates"":[]}"
802_0,0.3416,"{""type"":""MultiPoint"",""coordinates"":[]}"
803_0,0.6582,"{""type"":""MultiPoint"",""coordinates"":[]}"
804_0,0.24600000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
805_0,0.8749,"{""type"":""MultiPoint"",""coordinates"":[]}"
806_0,0.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
807_0,0.4329,"{""type"":""MultiPoint"",""coordinates"":[]}"
808_0,0.20450000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
809_0,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
810_0,0.38380000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
811_0,0.4073,"{""type"":""MultiPoint"",""coordinates"":[]}"
812_0,0.3382,"{""type"":""MultiPoint"",""coordinates"":[]}"
813_0,0.2624,"{""type"":""MultiPoint"",""coordinates"":[]}"
814_0,0.4334,"{""type"":""MultiPoint"",""coordinates"":[]}"
815_0,0.4803,"{""type"":""MultiPoint"",""coordinates"":[]}"
816_0,0.2922,"{""type"":""MultiPoint"",""coordinates"":[]}"
817_0,0.35800000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
818_0,0.20900000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
819_0,0.2911,"{""type"":""MultiPoint"",""coordinates"":[]}"
820_0,0.2558,"{""type"":""MultiPoint"",""coordinates"":[]}"
821_0,0.49200000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
822_0,0.227,"{""type"":""MultiPoint"",""coordinates"":[]}"
823_0,0.3788,"{""type"":""MultiPoint"",""coordinates"":[]}"
824_0,0.34850000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
825_0,0.7783,"{""type"":""MultiPoint"",""coordinates"":[]}"
826_0,0.21880000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
827_0,0.40740000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
828_0,0.2695,"{""type"":""MultiPoint"",""coordinates"":[]}"
829_0,0.31970000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
830_0,0.5920000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
831_0,0.4193,"{""type"":""MultiPoint"",""coordinates"":[]}"
832_0,0.3674,"{""type"":""MultiPoint"",""coordinates"":[]}"
