system:index,rsei,.geo
760_0,0.29156768,"{""type"":""MultiPoint"",""coordinates"":[]}"
761_0,0.6197048,"{""type"":""MultiPoint"",""coordinates"":[]}"
762_0,0.40533257,"{""type"":""MultiPoint"",""coordinates"":[]}"
763_0,0.42659917,"{""type"":""MultiPoint"",""coordinates"":[]}"
764_0,0.34719747,"{""type"":""MultiPoint"",""coordinates"":[]}"
765_0,0.44794387,"{""type"":""MultiPoint"",""coordinates"":[]}"
766_0,0.7224132,"{""type"":""MultiPoint"",""coordinates"":[]}"
767_0,0.5035688,"{""type"":""MultiPoint"",""coordinates"":[]}"
768_0,0.48884177,"{""type"":""MultiPoint"",""coordinates"":[]}"
769_0,0.63224846,"{""type"":""MultiPoint"",""coordinates"":[]}"
770_0,0.6145471,"{""type"":""MultiPoint"",""coordinates"":[]}"
771_0,0.49174225,"{""type"":""MultiPoint"",""coordinates"":[]}"
772_0,0.48765314,"{""type"":""MultiPoint"",""coordinates"":[]}"
773_0,0.47187698,"{""type"":""MultiPoint"",""coordinates"":[]}"
774_0,0.4466408,"{""type"":""MultiPoint"",""coordinates"":[]}"
775_0,0.3325799,"{""type"":""MultiPoint"",""coordinates"":[]}"
776_0,0.73796195,"{""type"":""MultiPoint"",""coordinates"":[]}"
777_0,0.33921033,"{""type"":""MultiPoint"",""coordinates"":[]}"
778_0,0.3075032,"{""type"":""MultiPoint"",""coordinates"":[]}"
779_0,0.54572755,"{""type"":""MultiPoint"",""coordinates"":[]}"
780_0,0.4508213,"{""type"":""MultiPoint"",""coordinates"":[]}"
781_0,0.59737295,"{""type"":""MultiPoint"",""coordinates"":[]}"
782_0,0.37535948,"{""type"":""MultiPoint"",""coordinates"":[]}"
783_0,0.7554541,"{""type"":""MultiPoint"",""coordinates"":[]}"
784_0,0.4165999,"{""type"":""MultiPoint"",""coordinates"":[]}"
785_0,0.50275356,"{""type"":""MultiPoint"",""coordinates"":[]}"
786_0,0.5919137,"{""type"":""MultiPoint"",""coordinates"":[]}"
787_0,0.5391546,"{""type"":""MultiPoint"",""coordinates"":[]}"
788_0,0.46736342,"{""type"":""MultiPoint"",""coordinates"":[]}"
789_0,0.36866325,"{""type"":""MultiPoint"",""coordinates"":[]}"
790_0,0.38823503,"{""type"":""MultiPoint"",""coordinates"":[]}"
791_0,0.35605356,"{""type"":""MultiPoint"",""coordinates"":[]}"
792_0,0.76594585,"{""type"":""MultiPoint"",""coordinates"":[]}"
793_0,0.7378799,"{""type"":""MultiPoint"",""coordinates"":[]}"
794_0,0.7359175,"{""type"":""MultiPoint"",""coordinates"":[]}"
795_0,0.7789592,"{""type"":""MultiPoint"",""coordinates"":[]}"
796_0,0.47175097,"{""type"":""MultiPoint"",""coordinates"":[]}"
797_0,0.5255075,"{""type"":""MultiPoint"",""coordinates"":[]}"
798_0,0.5106009,"{""type"":""MultiPoint"",""coordinates"":[]}"
799_0,0.3588902,"{""type"":""MultiPoint"",""coordinates"":[]}"
800_0,0.8236959,"{""type"":""MultiPoint"",""coordinates"":[]}"
801_0,0.8094264,"{""type"":""MultiPoint"",""coordinates"":[]}"
802_0,0.49465063,"{""type"":""MultiPoint"",""coordinates"":[]}"
803_0,0.6443023,"{""type"":""MultiPoint"",""coordinates"":[]}"
804_0,0.4035208,"{""type"":""MultiPoint"",""coordinates"":[]}"
805_0,0.71429276,"{""type"":""MultiPoint"",""coordinates"":[]}"
806_0,0.51695913,"{""type"":""MultiPoint"",""coordinates"":[]}"
807_0,0.7229118,"{""type"":""MultiPoint"",""coordinates"":[]}"
808_0,0.51302785,"{""type"":""MultiPoint"",""coordinates"":[]}"
809_0,0.6019376,"{""type"":""MultiPoint"",""coordinates"":[]}"
810_0,0.59176373,"{""type"":""MultiPoint"",""coordinates"":[]}"
811_0,0.7546579,"{""type"":""MultiPoint"",""coordinates"":[]}"
812_0,0.43421835,"{""type"":""MultiPoint"",""coordinates"":[]}"
813_0,0.33938116,"{""type"":""MultiPoint"",""coordinates"":[]}"
814_0,0.744523,"{""type"":""MultiPoint"",""coordinates"":[]}"
815_0,0.42673057,"{""type"":""MultiPoint"",""coordinates"":[]}"
816_0,0.46634746,"{""type"":""MultiPoint"",""coordinates"":[]}"
817_0,0.52143115,"{""type"":""MultiPoint"",""coordinates"":[]}"
818_0,0.35549787,"{""type"":""MultiPoint"",""coordinates"":[]}"
819_0,0.2477236,"{""type"":""MultiPoint"",""coordinates"":[]}"
820_0,0.43128958,"{""type"":""MultiPoint"",""coordinates"":[]}"
821_0,0.66693336,"{""type"":""MultiPoint"",""coordinates"":[]}"
822_0,0.35769987,"{""type"":""MultiPoint"",""coordinates"":[]}"
823_0,0.43522543,"{""type"":""MultiPoint"",""coordinates"":[]}"
824_0,0.52914995,"{""type"":""MultiPoint"",""coordinates"":[]}"
825_0,0.63240165,"{""type"":""MultiPoint"",""coordinates"":[]}"
826_0,0.33664832,"{""type"":""MultiPoint"",""coordinates"":[]}"
827_0,0.6895828,"{""type"":""MultiPoint"",""coordinates"":[]}"
828_0,0.43634063,"{""type"":""MultiPoint"",""coordinates"":[]}"
829_0,0.12174776,"{""type"":""MultiPoint"",""coordinates"":[]}"
830_0,0.5338816,"{""type"":""MultiPoint"",""coordinates"":[]}"
831_0,0.7109989,"{""type"":""MultiPoint"",""coordinates"":[]}"
832_0,0.6080645,"{""type"":""MultiPoint"",""coordinates"":[]}"
